Date,rien,rien,rien,rien,rien,rien,rien,rien,P(tous),A,P(SPF),Pi,Hi,His,Ci,Cis,Date,CDi,HDi,HDs,Di,D,CDs,C2Os,COis,COi,OBs,Cos,HOi,HOis,Ois,Oi,Oos,Oo,O,H2Rs,HRs,HRi,Ri,Hos,H,D,R,C,Mi,M,Oref,Href,Cref,Rref,Dref,Vref,Wref,Hiref,Ciref,Diref,Riref,Hsref,Csref,Rsref,Dsref,Tous,dTous,sref,1a0,0a1,Vi,Vs,VDi,VD,Bi,BDi,HsBs,BDs,BFi,F,BRstemp,BRs,BRi,FR,DD,Bio,eHB
28/03/20,,,,,,,,,34878.3687572024,0,37575,3629.08967055268,3654.46007968798,26400.8320242351,795.694751025932,5231.66554724583,28/03/20,103.078658358415,215.9033951849,1264.45892527267,318.982053543315,1998.4832037918,734.024278519129,4497.6412687267,82.6581754223088,40.7570515955461,224.649991602339,816.682453941438,304.896034602758,1733.54321227979,1816.2013877021,345.653086198303,224.649991602339,53.8522960634922,1591.55139609976,18171.1643394368,5855.88377497086,844.733247938426,898.585544001918,8505.92487583338,17894.9071484017,1998.4832037918,6453.58937597809,4414.98309330439,-25.3704091352947,8628.44635778155,,17580,4236,6624,2314,,,3352,694,326,969,27528,5756,7144,2418,34975.4260859531,-97.0573287507577,386,0.074074074074074,0.925925925925926,186.383886408447,4207.95870892782,261.281026900209,1990.57472047819,53.8522960634921,0,26625.4820158374,0,49.0445900216114,646.750191028841,-628.035532783227,0,0,7100.33956700693,1998.4832037918,-422.100199426502,161.350008397661
29/03/20,,,,,,,,,38711.800341462,0,40174,4187.84534329896,3733.62508325913,30134.4571074942,840.525818328235,6072.19136557407,29/03/20,129.746676919103,215.192891525458,1479.65181679812,344.939568444561,2343.42277223636,863.770955438232,5208.42041013583,136.052377001901,53.3942015795927,290.219232685046,999.823332440134,309.229300764698,2042.77251304449,2178.82489004639,362.623502344291,290.219232685046,65.5692410827068,1888.60565736135,20539.8414120775,6727.4861648627,871.602389891836,937.171630974542,9783.2283692106,20351.2287382836,2343.42277223636,7374.23635589154,5072.36803313393,454.22026003983,9082.66661782138,,19354,4632,7132,2606,,,2685,543,295,543,30213,6299,7687,2713,39151.5544842329,-439.754142770886,459,0.037037037037037,0.962962962962963,391.576008451787,4599.53471737961,218.930809165084,2209.50552964327,65.5692410827068,0,30424.6763401792,0,47.4063694458914,694.156560474732,-649.221758937556,0,0,8068.39291636627,2343.42277223636,-403.937327789686,168.780767314954
30/03/20,,,,,,,,,44170.3050222536,0,44550,4712.87182516236,3578.0565455575,33712.5136530517,858.733769149599,6930.92513472366,30/03/20,156.502327692345,244.379180920919,1724.03099771904,400.881508613264,2744.30428084962,1020.27328313058,5910.65185159309,193.117122348442,57.0647453465409,371.385546238931,1213.39040547902,342.655162421347,2385.42767546584,2578.54479781428,399.719907767887,371.385546238931,81.1663135538847,2207.15925157535,22672.1298451431,7498.98216561511,771.496000752418,852.662314306303,11018.6093204933,22693.9043325583,2744.30428084962,8193.13872608985,5717.53472924465,1134.81527960486,10217.4818974262,,20946,5056,7923,3024,,,3108,694,423,861,33321,6993,8548,3136,43848.829236924,321.47578532956,691,0,1,630.761514444083,5230.2962318237,64.4926738800181,2273.99820352329,81.1663135538847,0,34083.8991992906,0,41.9246915432236,736.081252017956,-656.253230931907,0,0,8929.2199781078,2744.30428084962,-364.695705779025,319.614453761069
31/03/20,,,,,,,,,49319.4757945689,0,52128,4780.20817038223,3063.36668635553,36775.8803394072,582.039670407551,7512.96480513122,31/03/20,254.622320328298,202.085446159293,1926.11644387834,456.707766487591,3201.01204733721,1274.89560345888,6238.06920167234,263.617278375844,70.5001560274018,482.187259859802,1538.51288183472,389.711373755822,2775.13904922166,3038.7563275975,460.211529783224,482.187259859802,110.801713620871,2556.5690677377,24561.660041176,8655.7254777735,1156.74331215839,1267.54502577926,12703.6204907495,24072.2598486577,3201.01204733721,9391.80672979146,5974.4519232965,1716.84148402669,11934.3233814529,,22672,5496,9443,3523,,,4145,767,526,1589,37466,7760,10137,3662,48599.4020072393,720.073787329653,995,1,0,945.752673811941,6176.04890563564,-34.1160383331735,2239.88216519012,110.801713620871,0,37258.067599267,0,40.0112827131442,776.0925347311,-654.238610600774,0,0,10167.8992645226,3201.01204733721,-293.905274871298,512.812740140198
01/04/20,,,,,,,,,53993.8758475896,0,56989,4678.01436434247,3107.13531074845,39883.0156501557,590.355709042205,8103.32051417342,01/04/20,268.968261865035,260.586315965346,2186.70275984368,529.554577830381,3730.56662516759,1543.86386532391,6559.45664884951,333.526614164662,69.9093357888173,617.998914981172,1877.39047948857,490.53564052591,3265.67468974757,3599.20130391223,560.444976314727,617.998914981172,135.81165512137,2981.20238893106,26327.317686391,9609.50238707549,953.776909301991,1089.58856442336,14251.9732020956,25631.0424480601,3730.56662516759,10385.5949218066,6225.93003468485,1570.87905359402,13505.2024350469,,24543,5940,10935,4032,,371,4281,771,516,1647,41747,8531,11784,4178,53252.4064300813,741.469417508299,1242,0.928571428571429,0.071428571428571,933.146524643602,7109.19543027924,-106.457423522782,2133.42474166733,135.81165512137,0,40501.0145651368,0,40.8316345738096,816.92416930491,-646.126473766063,0,0,11202.5190911115,3730.56662516759,-198.925254323738,624.001085018829
02/04/20,,,,,,,,,58124.2028106565,0,59105,4260.13568357242,3040.7093368226,42923.7249869783,577.734773996295,8681.05528816971,02/04/20,274.794806127872,311.264214747139,2497.96697459082,586.05902087501,4316.6256460426,1818.65867145178,6862.39661671793,417.625205448453,84.0985912837915,777.17851320023,2236.28387690023,591.691220008865,3857.36590975643,4274.99111520489,675.789811292656,777.17851320023,159.179598219059,3497.81260200466,27887.3368144613,10851.5640023047,1242.06161522923,1401.24121344829,16144.2934158713,26779.431571107,4316.6256460426,11668.4881716096,6444.77141126948,1219.42634674982,14724.6287817968,,26131,6305,12427,4503,,884,3845,728,524,1577,45592,9259,13361,4702,57489.174170556,635.028640100529,1398,0.857142857142857,0.142857142857143,781.895747018156,7891.09117729739,-6.43393575671074,2126.99080591062,159.179598219059,3.47557938847117,43700.9035001785,3.47557938847117,41.4418185127077,858.365987817617,-637.191575603749,0,0,12526.8541594273,4320.10122543108,-84.6630540058581,624.297066188241
03/04/20,,,,,,,,,62143.7519711475,0,64338,4145.39782288778,2769.08819432207,45692.8131813004,526.126756921194,9207.18204509091,03/04/20,186.252694530416,361.282674058115,2859.24964864894,547.535368588531,4864.16101463113,2004.9113659822,7202.27067910871,520.985360073285,103.360154624832,947.884863729027,2525.89672605548,691.908479152984,4549.27438890942,5070.2597489827,795.268633777816,974.62008979419,197.441576593959,4095.63965918851,29077.1070986511,12244.5061951713,1392.94219286657,1590.38376946053,18164.474774214,27528.3384070863,4864.16101463113,13129.6074090541,6681.28531903543,1376.30962856571,16100.9384103625,,27432,6662,14008,5091,,1416,3627,640,606,1655,49219,9899,15016,5308,61623.045241134,520.706730013495,1463,0.785714285714286,0.214285714285714,230.330978142922,8121.42215544032,115.735322258149,2242.72612816877,170.706350528796,4.68216844492182,46640.6980450294,8.157747833393,45.3390484194307,903.705036237048,-621.643551385395,0,0,14033.3124452911,4872.31876246453,36.0220796585855,523.272884104366
04/04/20,,,,,,,,,65513.9532374377,0,68505,4139.33306796553,2694.50858487706,48387.3217661774,511.956631126641,9719.13867621755,04/04/20,188.913826893506,371.639492726066,3230.889141375,560.553319619572,5424.71433425071,2193.8251928757,7525.31348334185,661.084062389644,140.098702316359,1126.60117561511,2854.90925526535,730.892015937596,5280.16640484701,5941.25046723666,870.990718253955,1190.79374923965,216.173659445458,4750.45671799701,30157.1275437378,13782.4918797656,1537.98568459427,1754.15934403973,20353.8201357639,28033.5016304135,5424.71433425071,14750.3894896272,6864.2294209522,1444.82448308848,17545.762893451,,28143,6838,15438,5532,,2028,2822,502,448,1495,52041,10401,16511,5756,65754.3683477423,-240.41511030461,1631,0.714285714285714,0.285714285714286,-121.842994047048,7999.57916139327,290.512711578843,2533.23883974761,178.716311886084,5.98169477980666,49513.9229417925,14.1394426131997,49.5487621113716,953.25379834842,-596.007694722689,0,0,15703.6432879756,5438.85377686391,159.207934653491,518.53826699809
05/04/20,,,,,,,,,70567.4472796139,0,70478,4516.69611635439,2690.5664941776,51077.888260355,511.207633893743,10230.3463101113,05/04/20,184.875127678814,376.102904441016,3606.99204581602,560.97803211983,5985.69236637054,2378.70032055452,7851.64598955678,842.3945700296,181.310507639955,1306.39513301685,3221.09489058412,746.725016651825,6026.89142149884,6869.28599152844,928.03552429178,1420.43516313978,229.641413900127,5448.85082838866,31213.6584829289,15229.1354467112,1446.64356694565,1676.28498084578,22461.9155989548,28615.9726614002,5985.69236637054,16296.4292751826,7009.25141952718,1826.12962217679,19371.8925156277,,28891,6978,16183,5889,,2189,1931,390,361,773,53972,10791,17284,6117,70269.986818581,297.460461032853,1680,0.642857142857143,0.357142857142857,-380.205084009936,7619.37407738333,441.571629691666,2974.81046943928,179.793957401739,6.90425550013128,52384.2833933719,21.0436981133309,55.3756654179575,1008.62946376638,-547.485902019906,0,0,17305.0587389489,6006.73606448387,276.721971137141,394.648565096482
06/04/20,,,,,,,,,75062.4844557246,0,74390,4727.46663013038,2935.85247563035,54013.7407359854,557.811970369767,10788.1582804811,06/04/20,168.360562214782,353.511960933027,3960.50400674904,521.872523147809,6507.56488951835,2547.0608827693,8241.09739771176,1066.10897895018,223.714408920579,1497.96313210736,3613.16986171948,715.6113091115,6742.50273061034,7808.61170956052,939.32571803208,1672.04016657925,251.605003439476,6136.57154298127,32522.5757181449,16701.0117464333,1471.87629972204,1723.48130316151,24582.8511332804,29430.889602705,6507.56488951835,17883.7182446715,7174.98841876158,1791.61415450003,21163.5066701278,,29722,7072,17250,6494,,2417,2754,478,613,1133,56726,11269,18417,6730,74985.6794070226,76.8050487019791,1857,0.571428571428571,0.428571428571429,-22.9783419882526,7596.39573539508,405.915147448695,3380.72561688797,191.567999090509,7.69116407848191,55511.7038680927,28.7348621918128,60.8059812565567,1069.43544502293,-480.171392233575,0,0,18953.1536896945,6536.29975171016,399.792824892611,387.771730084455
07/04/20,,,,,,,,,80754.9623617606,0,78167,4786.95228935867,3072.85330958475,57086.5940455701,583.842128821102,11372.0004093022,07/04/20,163.826121960525,322.572512073238,4283.07651882228,486.398634033763,6993.96352355211,2710.88700472983,8661.11340457234,1319.17153024657,253.062551296396,1702.96372070752,4030.0585349764,612.673337271107,7355.17606788145,8674.34759812802,865.735888567503,1946.96042862015,274.920262040903,6727.38716950787,34076.3410495642,18105.4349332785,1404.42318684527,1679.34344888617,26617.8311983663,30468.7628472038,6993.96352355211,19418.8670862141,7341.94187432576,1714.09897977392,22877.6056499017,,30027,7131,19337,7091,,3237,3277,518,607,2161,60003,11787,20578,7337,79759.1991068716,995.763254888938,2061,0.5,0.5,413.340436636245,8009.73617203132,316.563079616253,3697.28869650423,205.000588600158,8.07784440952381,58789.5577662776,36.8127066013366,66.8812926124887,1136.31673763542,-395.950931036529,0,0,20555.1838238495,7030.77623015345,529.834276470757,394.848985893821
08/04/20,,,,,,,,,85367.9952318433,0,82048,4228.90899833496,3111.51898808313,60198.1130336532,591.188607735796,11963.189017038,08/04/20,163.586442845998,327.181348221811,4610.25786704409,490.767791067809,7484.73131461992,2874.47344757582,9088.71556946214,1587.85666275312,268.685132506548,1929.64051877621,4462.33011032895,621.427062149689,7976.60313003114,9564.45979278426,890.112194656236,2250.56907820812,303.60864958797,7313.89071457613,35648.0630195401,19573.9676979682,1468.53276468972,1772.14141427769,28742.6211077242,31455.4919259291,7484.73131461992,21031.2129950356,7500.85890670901,1117.39001025182,23994.9956601535,,30375,7148,21254,7632,,3237,3139,482,562,2022,63142,12269,22600,7899,83966.4318957381,1401.56333610525,2268,0.428571428571429,0.571428571428571,1037.54539849587,9047.28157052719,358.941551129937,4056.23024763416,226.676798068695,9.36703444038669,62127.7535524295,46.1797410417233,72.2014964149402,1208.51823405036,-306.81311136306,0,0,22239.7312290859,7530.91105566164,674.942543684125,384.539222265512
09/04/20,,,,,,,,,88776.1063338156,0,86334,3580.70818238123,2748.79084891772,62946.903882571,522.270261294367,12485.4592783323,09/04/20,178.499830518325,320.18669316742,4930.44456021151,498.686523685746,7983.41783830566,3052.97327809415,9432.48600023818,1860.45422312778,272.597560374661,2176.68856719317,4913.42750122193,608.141867364521,8584.74499739565,10445.1992205234,880.739427739181,2591.28747102895,340.71839282083,7853.91174949448,36946.2550466315,21084.0762490633,1510.10855109505,1850.82694391588,30937.659273672,32009.2446088989,7983.41783830566,22707.1933869494,7572.03177711039,831.917333463512,24826.912993617,,30767,7066,23206,8044,,4166,2990,369,424,2032,66132,12638,24632,8323,87526.768827771,1249.33750604454,2410,0.357142857142857,0.642857142857143,1577.04153461309,10624.3231051403,378.544014569181,4434.77426220334,247.048048416963,11.0154282680272,65123.5924497641,57.1951693097505,75.40078159283,1283.91901564319,-214.513009337833,0,0,23991.1124025926,8040.61300761541,835.574382240231,290.506602116577
10/04/20,,,,,,,,,91006.4828938717,0,90676,2800.17795268129,2327.4603185478,65274.3642011188,442.217460524082,12927.6767388564,10/04/20,186.829481222753,291.584986862114,5222.02954707363,478.414468084867,8461.83230639053,3239.8027593169,9687.87397953951,2137.29353578627,276.839312658483,2440.33463315957,5377.09629510317,553.817638864415,9138.56263626007,11275.8561720463,830.656951522898,2952.17075525529,360.883284226332,8323.68541679105,37986.0952789287,22639.1258127586,1555.04956369531,1915.93284792165,33160.3593228544,32114.0048782643,8461.83230639053,24434.8809504975,7550.58044375324,472.717634133488,25299.6306277505,,31267,7004,24932,8598,,4599,3161,431,578,1967,69293,13069,26599,8901,90310.3487629029,696.134130968843,2526,0.285714285714286,0.714285714285714,1449.69695517391,12074.0200603142,480.637316556932,4915.41157876028,263.646065966397,14.2459346083977,67714.6988342783,71.4411039181483,79.494102502025,1363.41311814522,-128.459089046517,0,0,25798.2940686427,8533.27341030868,1005.4804110962,157.106470758577
11/04/20,,,,,,,,,93297.6259153516,0,93790,2478.33739731679,1820.11566924284,67094.4798703616,345.821977156139,13273.4987160125,11/04/20,189.180354475455,283.731753987554,5505.76130106118,472.912108463009,8934.74441485354,3428.98311379236,9844.51560222019,2444.11959371873,306.826057932462,2723.40782273616,5873.10270751109,538.901716975412,9677.46435323548,12121.5839469542,845.727774907873,3367.31196385584,415.141208600554,8754.27198309837,38637.7555000524,24044.6249708948,1405.49915813625,1820.6403667368,35269.7598345898,31824.7200357717,8934.74441485354,26051.9422301597,7400.39600850146,658.221728073953,25957.8523558245,,31320,6883,26391,8943,,4889,2044,255,353,1527,71337,13324,28126,9254,92769.2590366095,528.366878742105,2637,0.214285714285714,0.785714285714286,1130.5824272009,13204.6024875151,471.552845464407,5386.96442422468,283.073189576586,16.4914152647378,69817.8876930978,87.932519182886,81.1683900568658,1444.58150820208,-34.550895277612,0,0,27496.5237383618,9022.67693403643,1190.89379535119,1.52469644672874
12/04/20,,,,,,,,,95276.2044087474,0,95403,2423.00366696817,1610.91930825591,68705.3991786175,306.074668568624,13579.5733845812,12/04/20,167.126483614197,283.316651836901,5789.07795289808,450.443135451098,9385.18755030464,3596.10959740655,9983.46378717462,2801.79127503584,357.671681317106,3026.30408069047,6397.90087244239,538.113298835519,10215.577652071,13017.3689271068,895.784980152626,3845.31757310064,478.005609244803,9172.05135400619,39121.1701890673,25361.012541542,1316.38757064715,1794.39317989195,37312.6913504132,31392.7078282043,9385.18755030464,27624.6075421543,7181.67251213878,812.084358712258,26769.9367145367,,31826,6845,27186,9253,11958,5140,1688,220,315,825,73025,13544,28951,9569,95172.4396352,103.764773547402,2679,0.142857142857143,0.857142857142857,1281.93411117835,14486.5365986934,448.143864611575,5835.10828883626,302.896257954316,18.1919540821782,71731.703259308,106.124473265064,76.9218450428088,1521.50335324489,75.3358941975591,75.3358941975591,75.3358941975591,29146.1108953991,9491.3120235697,1323.34035998296,-165.84371322785
13/04/20,,,,,,,,,98320.7364648549,0,98076,2725.80632054392,1574.95238352931,70280.3515621468,299.240952870569,13878.8143374517,13/04/20,141.509587367706,309.145265683876,6098.22321858196,450.654853051582,9835.84240335622,3737.61918477426,10141.1951526775,3257.34203583442,455.550760798582,3351.20354636355,6994.96122060868,587.170495126071,10802.7481471971,14060.0901830315,1042.72125592465,4386.30995033978,540.992377239133,9673.78023269171,39500.565858916,26676.3420290008,1315.32948745885,1856.32186469798,39469.0295494488,30811.322012698,9835.84240335622,29308.2876804195,6883.85311684306,1150.85393701461,27920.7906515513,,32113,6821,27718,9588,12481,5379,1257,227,343,551,74282,13771,29502,9912,97876.2427480251,444.493716829747,2755,0.071428571428571,0.928571428571429,1351.94290917565,15838.4795078691,309.414839256812,6144.52312809307,324.899465673072,18.2899661280853,73631.5551085104,124.41443939315,83.3216330611507,1604.82498630604,200.401093077019,200.401093077019,125.06519887946,30913.1126667256,9960.25684274937,1421.56302758733,-271.388013893377
14/04/20,,,,,,,,,101090.715970404,0,103573,2914.40246448197,1771.77410835355,72052.1256705004,336.637080587175,14215.4514180389,14/04/20,110.663032689965,323.571453499274,6421.79467208123,434.234486189238,10270.0768895455,3848.28221746422,10367.1692005747,3805.02517605918,547.683140224766,3680.10495353546,7653.30739352341,614.570661916949,11417.318809114,15222.3439851732,1162.25380214171,4979.85555950041,593.545609160637,10242.4884256728,39997.5607712662,27887.3368144613,1210.99478546046,1804.5403946211,41591.2917965267,30460.8338739737,10270.0768895455,30992.3134998093,6562.1440245155,1142.62835612842,29063.4190076798,,32292,6730,28805,10129,13050,5600,1965,275,559,1125,76247,14046,30627,10471,100786.643271008,304.072699395299,2857,0,1,1716.56184484618,17555.0413527153,254.317255589403,6398.84038368247,328.901407171918,17.8716311886084,75732.2306240358,142.286070581758,83.8493830864472,1688.67436939249,345.728127218926,345.728127218926,145.327034141907,32680.9878692018,10412.3629601272,1503.41638634229,-335.09075573478
15/04/20,,,,,,,,,104668.316082099,0,106206,2998.48342862779,1608.22572912092,73660.3513996213,212.612893002426,14428.0643110413,15/04/20,119.398714341502,445.304117524671,6867.0987896059,564.702831866173,10834.7797214116,3967.68093180573,10460.3833792356,4497.6412687267,692.616092667518,4016.13121102879,8465.32220053243,622.303797616627,12039.6226067306,16537.2638754574,1314.91989028415,5607.68260712855,627.827047628133,10929.5812683288,40325.5656922434,29077.1070986511,1189.77028418978,1817.59733181791,43873.8669702672,29786.4844293541,10834.7797214116,32703.0609913623,5962.74211050891,1390.25769950688,30453.6767071866,,31779,6457,30995,10643,14393,6524,2415,284,524,2224,78662,14330,32851,10995,103778.001849315,890.314232784687,3037,1,0,1684.11730523003,19239.1586579453,160.383875873212,6559.22425955569,336.026257493321,17.9793957401739,77676.4826106501,160.265466321932,80.0225654262885,1768.69693481878,511.37223201886,511.37223201886,165.644104799934,34471.757926181,10995.0451877336,1575.79657786921,-307.493512687993
16/04/20,,,,,,,,,107617.397577275,29.3062358790202,108847,2683.87693588989,1719.49745404436,75379.8488536657,192.98708749451,14621.0513985359,16/04/20,93.3719338321576,377.048571604744,7244.14736121065,470.420505436902,11305.2002268485,4061.05286563788,10559.998532898,4940.72940612583,443.088137399132,4340.21366288252,9001.78227176372,549.758169783544,12589.3807765142,17530.11018264,992.846307182677,6152.41987989022,544.73727276167,11377.6903027498,40925.269317405,28970.0998635718,-107.007235079236,437.730037682434,44691.6579261194,30688.1909275462,11305.2002268485,33062.3752474172,5619.26912677213,964.379481845522,31418.0561890322,,31305,6248,32812,11060,18967,6860,2084,270,435,1925,80746,14600,34776,11430,106503.128826723,1114.26875055204,3235,0.928571428571429,0.071428571428571,1600.5138021842,20839.6724601295,177.924503067194,6737.14876262288,324.082451853738,18.3569556234725,79720.0625165482,178.622421945404,80.879485544839,1849.57642036362,674.98946688595,674.98946688595,163.61723486709,34911.9516677808,11483.8226487939,1637.02535368755,-251.601774051168
17/04/20,,,,,,,,,109828.457797084,59.7339236368274,109252,2295.47254733107,1769.1052228904,77148.9540765561,206.339694485324,14827.3910930212,17/04/20,82.6401605135284,294.85873841734,7539.00609962799,377.498898930868,11682.6991257794,4143.69302615141,10683.6980668698,5317.32116914114,376.59176301531,4627.73452268607,9461.01419529256,465.49206370956,13054.8728402238,18372.1940093649,842.083826724869,6667.45765317583,515.037773285618,11704.7363561891,41727.6840436831,29016.4499054479,46.350041876085,561.387815161703,45550.9589087702,31597.9951677859,11682.6991257794,33580.7389231873,5366.37689772861,526.367324440671,31944.4235134728,,31190,6027,34420,11478,20272,7203,2166,242,428,1720,82912,14842,36496,11858,108865.590653862,962.867143221738,3368,0.857142857142857,0.142857142857143,1105.05299734576,21944.7254574752,167.518380427139,6904.66714305002,287.520859803552,18.7908100980764,81776.6885992421,197.413232043481,80.3476509018324,1929.92407126545,855.695883388068,855.695883388068,180.706416502118,35510.6629944527,11880.1123578229,1644.70133598907,-206.625407254525
18/04/20,,,,,,,,,111293.769591035,86.2468754483303,111821,1810.46466142793,1583.48739217503,78732.4414687311,212.292626746848,15039.683719768,18/04/20,80.7950572750537,260.968927937458,7799.97502756545,341.763985212512,12024.4631109919,4224.48808342647,10815.1956363416,5339.78260648214,22.4614373409931,4921.05911145475,9564.27068990861,364.023133848568,13418.8959740723,18758.6785805545,386.484571189561,7208.30993738401,540.852284208175,11550.3686431704,42473.8867473253,29447.2732798503,430.823374402382,971.675658610557,46837.9317601936,31894.5097085374,12024.4631109919,34520.1440604331,5475.41302985941,226.977269252901,32171.4007827257,,30639,5833,35983,11842,22163,7481,1565,206,368,1605,84477,15048,38101,12226,110696.764538136,597.005052898443,3511,0.785714285714286,0.214285714285714,908.275912819295,22853.0013702945,225.173211655406,7129.84035470542,293.32458876868,19.7251374756055,83653.5005801858,217.138369519086,84.5757376009998,2014.49980886645,1049.94405390521,1049.94405390521,194.24817051714,36534.6438692995,12241.601480511,1639.47687916401,-142.976688030461
19/04/20,,,,,,,,,112815.153978925,127.347008367142,112606,1615.65577547843,1354.32880292533,80086.7702716564,190.018487061004,15229.702206829,19/04/20,90.8920117585372,255.142286131748,8055.1173136972,346.034297890286,12370.4974088822,4315.380095185,10914.322111644,5361.14464868969,21.3620422075519,5200.55705507625,9676.5247438747,322.183861651183,13741.0798357235,19102.2244844132,343.545903858732,7784.71630319836,576.406365814351,11317.5081812148,43060.8709154067,30208.769724568,761.496444717701,1337.90281053205,48507.3681879654,31579.402083691,12370.4974088822,35857.3728354618,5553.17746295433,261.3269725531,32432.7277552788,,30610,5744,36578,12069,23048,7649,890,137,231,622,85367,15185,38723,12457,112367.347091681,447.80688724434,3577,0.714285714285714,0.285714285714286,572.799556690044,23425.8009269846,232.835276486455,7362.67563119188,279.497943621491,20.2147742783793,85287.3273267327,237.353143797465,86.3768258064628,2100.87663467291,1247.90334444454,1247.90334444454,197.959290539329,37958.2494701347,12607.8505526797,1614.42393216133,-138.300566834243
20/04/20,,,,,,,,,114140.8015695,164.966969735182,114657,1590.70682319497,1068.17415024248,81154.9444218989,162.51945635104,15392.2216631801,20/04/20,57.4054811106551,287.027405553275,8342.14471925047,344.43288666393,12714.9302955461,4372.78557629566,11019.4360868844,5387.57201323185,26.4273645421617,5467.29893983054,9760.35758952751,314.990476705862,14056.0703124294,19443.6423256612,341.417841248021,8390.39477589116,605.678472692796,11053.2475497701,43364.507727039,31013.8011715412,805.031446973138,1410.70991966593,50267.3491670196,30887.5952548793,12714.9302955461,37285.6769867192,5631.86407365255,522.532672952486,32955.2604282313,,30584,5683,37409,12513,23668,7752,1464,208,450,933,86831,15393,39656,12907,114008.429935111,132.371634389288,3684,0.642857142857143,0.357142857142857,635.444653811406,24061.245580796,296.407190683751,7659.08282187563,266.741884754295,20.3695327958846,86622.2433617294,257.72267659335,87.1152721063788,2187.99190677929,1450.40724997996,1450.40724997996,202.50390553542,39473.6688934985,12972.6529721395,1571.17710647794,-75.1690132572326
21/04/20,,,,,,,,,116195.808215441,213.789597586388,117324,1803.54965851165,953.236907532274,82108.1813294312,128.180898029098,15520.4025612092,21/04/20,52.1065136235177,279.122567223698,8621.26728647417,331.229080847216,13046.1593763933,4424.89208991918,11095.51047129,5493.53148670902,105.959473477171,5730.97713691063,9918.4235766282,354.35482167071,14410.4251341001,19903.9566208091,460.31429514788,9032.54532201645,642.150546125296,10871.4112987926,43556.0863476478,31638.5714728648,624.77030132369,1266.92084744899,51888.3763882033,30219.8049412279,13046.1593763933,38578.5388147299,5601.97898458096,850.312750979375,33805.5731792107,,30106,5433,39181,12900,23668,7896,1885,190,404,1875,88716,15583,41531,13311,115863.865909148,331.942306292782,3768,0.571428571428571,0.428571428571429,598.279930096923,24659.5255108929,255.341874015331,7914.42469589096,263.678197080093,20.5684805886654,87839.1584663418,278.291157182015,89.0490859388387,2277.04099271813,1645.98903361649,1645.98903361649,195.581783636532,40855.5798074481,13324.4505335754,1529.655953394,-38.6969461121284
22/04/20,,,,,,,,,118076.806283843,254.185384435187,119151,1939.22961785988,938.517025685031,83046.6983551162,114.388428903873,15634.790990113,22/04/20,55.7117175110374,305.302073309971,8926.56935978414,361.013790821008,13407.1731672144,4480.60380743021,11154.1871826828,5665.16932970051,171.637842991493,5984.96886247608,10145.7731371307,321.645145824183,14732.0702799243,20397.2396096248,493.282988815674,9670.57804215571,638.032720139256,10726.6615674691,43753.2677252948,32156.7064826598,518.13500979498,1156.16772993424,53426.5105814538,29620.1877736624,13407.1731672144,39765.3456886741,5489.0178529823,1000.71259217485,34806.2857713855,,29741,5218,40657,13236,25513,8104,1619,183,349,1587,90335,15766,43118,13660,117853.177785372,223.628498471517,3816,0.5,0.5,804.190041626449,25463.7155525194,274.372472211664,8188.79716810262,253.991725565452,20.8117328494332,89031.6672175923,299.102890031449,87.6133788181211,2364.65437153625,1820.2168312166,1820.2168312166,174.22779760011,42130.0000602103,13706.2760572458,1500.99476969179,-49.6491412280375
23/04/20,,,,,,,,,120517.937676403,284.556697554318,120804,2002.98226845928,1064.09429852187,84110.7926536381,112.622043082204,15747.4130331952,23/04/20,57.3190092216488,312.553105681015,9239.12246546515,369.872114902663,13777.045282117,4537.92281665186,11209.4902165434,5935.07186336816,269.902533667648,6246.02192890651,10472.99468002,343.899490808873,15075.9697707331,21011.0416341013,613.802024476518,10333.6622333721,663.084191216376,10677.3794007292,44048.2873842446,32494.6591082861,337.952625626229,1001.03681684261,54805.2689640519,29305.5236895862,13777.045282117,40767.1706155045,5274.41835317521,938.887969937407,35745.1737413229,,29219,5053,42088,13547,26840,8309,1410,178,320,1531,91745,15944,44649,13980,119879.470026085,638.467650318344,3897,0.428571428571429,0.571428571428571,831.554558880197,26295.2701113996,193.695205838249,8382.49237394087,261.053066430427,20.9827784836163,90356.8145825446,320.085668515065,81.7845492398982,2446.43892077615,1986.92047143858,1986.92047143858,166.703640221981,43213.6095362806,14097.1309506321,1492.57686817672,-42.0157889528664
